loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,zip_code,addr_state,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,application_type,mort_acc,pub_rec_bankruptcies,desc,url,member_id,policy_code,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,debt_settlement_flag,random_field_1,random_field_2,random_field_3
20766.42,19873.92,18363.89, 36 months,13.55%,705.23,D,B3,ANIMAL TECHNOLOGIST,9 years,OWN,33089.35,,May-2025,Fully Paid,home_improvement,International aid/development worker,50196,AK,0.0,Oct-2016,17,2,14160,9.7,6,Joint App,,0.0,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=a5b441ed-b854-4fa3-ae74-81cc095d0426,f518ac1d-827d-4ca8-9488-9bff1506c956,1,,1595.35,2326.05,17357.71,6719.62,3529.06,5540.85,16.09,344.15,42.84,Aug-2024,509.62,,Jul-2025,,,0,,52664.0,3.0,,,5.0,46.0,,15.8,,8.0,7931.0,,,1.0,,13.0,18.0,,,33.3,,,280.0,155.0,,,36.0,,6.0,,,9.0,21.0,4.0,,13.0,38.0,4.0,24.0,26.0,,,3.0,3.0,53.5,21.5,,148803.0,79171.0,27722.0,,N,N,,,2025-04-13
10317.48,9975.84,9709.83, 36 months,16.31%,364.32,B,A1,Applications developer,5 years,OWN,23433.12,Source Verified,Aug-2023,Fully Paid,medical,Water engineer,11610,MN,28.58,Aug-2010,16,2,9160,26.7,35,Joint App,,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=c8865302-2932-438f-bb28-07382ce7b168,19aca827-5a8c-4ebb-a991-07a5653805dd,1,w,406.57,3380.34,1875.41,771.04,7838.92,1446.11,59.91,425.35,6.72,Jul-2024,597.74,Jun-2026,2023-13-45,,,0,1298.0,,4.0,2.0,7.0,5.0,8.0,,74.7,8.0,11.0,17851.0,,86581.0,,18.0,4.0,1.0,40778.0,12322.0,93.4,,,253.0,52.0,22.0,52.0,26.0,21.0,21.0,,2.0,6.0,,22.0,,25.0,,,21.0,42.0,,,,9.0,,31.1,,119587.0,78177.0,40509.0,60306.0,2023-13-45,N,,,
2842.79,2762.41,2516.35, 36 months,16.93%,101.26,E,,Insurance broker,6 years,OWN,75935.59,Verified,Oct-2024,Fully Paid,major_purchase,,,WA,19.73,Jan-2019,22,0,18321,,17,Individual,1.0,1.0,"His professor whole board fly course itself. Family follow amount interest bring discuss.
Evidence serious letter as. West find every tell use.",https://www.lendingclub.com/browse/loanDetail.action?loan_id=b2134ae2-679b-4742-ad58-ffcaa9a1ed7c,,1,w,587.29,1171.89,1954.77,3052.48,2512.25,814.73,18.27,422.3,42.74,Jul-2025,191.4,Jan-2026,Aug-2024,,,2,2390.0,23036.0,2.0,,8.0,5.0,10.0,23610.0,,9.0,,9601.0,82.7,23063.0,6.0,,4.0,16.0,10023.0,32731.0,96.7,,134.0,203.0,,51.0,40.0,59.0,,18.0,,,8.0,10.0,29.0,31.0,16.0,32.0,13.0,21.0,31.0,,,,2.0,,68.3,,110071.0,,,,,N,,,
23775.77,22641.44,20611.9, 60 months,17.46%,596.84,C,B1,"Scientist, physiological",< 1 year,,52929.86,Source Verified,Feb-2025,Fully Paid,other,Psychiatric nurse,,AL,17.13,Apr-2007,24,0,11281,,27,Individual,5.0,,"Argue likely century research. Evening do interesting bank fall I their. Nature standard two bring we they.
Throughout become business him. Politics financial agent. Student year buy student.",https://www.lendingclub.com/browse/loanDetail.action?loan_id=84d8559f-f8e6-4454-9ca3-e36869a9613a,00c5c4d0-883e-4b88-941c-f2caa85654fd,1,w,3623.03,11485.92,18743.59,17325.24,22414.7,3604.9,12.72,631.29,4.2,,406.01,,,,,0,3582.0,,,3.0,,,12.0,7229.0,74.7,6.0,,7163.0,3.7,37073.0,0.0,8.0,,4.0,18248.0,2621.0,31.7,,327.0,,200.0,,31.0,31.0,,23.0,,,9.0,,4.0,9.0,19.0,10.0,,,17.0,,,,16.0,72.1,49.1,,,28591.0,15103.0,13239.0,N,N,,,
9145.06,9014.82,8655.64, 36 months,16.13%,322.1,B,B1,"LOSS ADJUSTER, CHARTERED",< 1 year,OTHER,20000.0,Source Verified,Nov-2023,Current,,Recycling officer,91311,NE,19.85,Jan-2009,16,2,29852,87.6,11,Individual,2.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8f54651c-e24f-475d-bf6d-26a8ad60d5f5,9980df2f-d73c-446f-8e8e-728fb000debe,1,w,2081.84,21.37,927.2,5007.03,3995.23,2441.85,27.67,977.38,97.25,Feb-2025,15.76,Jul-2026,Sep-2024,,,0,5208.0,21048.0,0.0,4.0,,,,,97.7,,13.0,16188.0,64.5,,7.0,,18.0,,502.0,24337.0,19.1,,,,274.0,45.0,50.0,118.0,95.0,9.0,,,19.0,8.0,20.0,,21.0,1.0,13.0,11.0,46.0,,,,,,85.4,,,47290.0,98551.0,29840.0,,N,,,
1000.0,988.24,907.84, 60 months,15.16%,23.87,,A5,"Designer, television/film set",8 years,MORTGAGE,31990.59,Not Verified,Oct-2024,Default,MOVING,,32776,NY,0.0,Jun-2013,5,2,16312,60.7,22,Individual,5.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=ef58c1e8-c609-43b8-abbe-6c0428243efd,49268ab0-1c1a-4b89-bf1e-f153b73f097f,1,,277.42,383.66,132.74,532.33,997.93,206.78,68.43,317.87,9.39,,5.04,,May-2025,,,2,,,4.0,3.0,1.0,1.0,43.0,,53.7,4.0,4.0,,30.1,53117.0,8.0,5.0,6.0,17.0,,31718.0,92.1,,,258.0,91.0,4.0,3.0,,76.0,,,,,0.0,1.0,26.0,,36.0,7.0,20.0,5.0,,9.0,,15.0,,5.0,,38658.0,12452.0,,18343.0,N,,Day color several help.,,
13717.32,13349.83,13025.78, 36 months,13.00%,462.17,C,B3,,9 years,,115544.49,Not Verified,Feb-2025,,wedding,IT consultant,38132,FL,14.79,Jul-2009,19,2,24863,,32,Individual,0.0,,"Night summer writer individual dog reason. Sell beat card sea between.
Someone speak kind happy score able card. Laugh will strategy such force building. Relate president staff.
Dream nearly create.",https://www.lendingclub.com/browse/loanDetail.action?loan_id=6e2d94c7-b22b-4681-9b16-da011d092d64,,1,f,1549.24,4892.94,7505.79,1815.66,6175.88,995.15,28.94,797.57,85.77,Sep-2024,807.73,,May-2025,,102.0,1,8490.0,21003.0,,2.0,,13.0,29.0,,99.6,,0.0,6077.0,,5832.0,,15.0,13.0,11.0,23705.0,15018.0,38.4,,,5.0,74.0,7.0,1.0,66.0,18.0,9.0,,,9.0,,12.0,33.0,,19.0,16.0,10.0,,,,,12.0,75.0,7.9,,85004.0,9142.0,,276.0,N,N,,,2023-13-45
29316.2,28516.04,27739.18, 36 months,15.99%,1030.47,A,B1,Catering manager,3 years,,29507.65,Not Verified,Feb-2024,Fully Paid,debt_consolidation,"Lecturer, higher education",30499,MN,12.09,Jun-2012,11,1,17867,,43,Individual,,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=e9424178-064f-4b90-85b5-e861a8862e42,fdbcc4ff-6579-46d6-893d-9db831bde39d,1,f,1917.57,9025.81,16846.29,16620.23,5847.47,6503.26,92.51,787.8,36.9,,750.53,Jan-2026,,,,0,6100.0,54356.0,0.0,,,10.0,,42837.0,21.4,1.0,,14648.0,85.6,41733.0,8.0,11.0,18.0,15.0,31797.0,3045.0,98.6,,7249.0,75.0,49.0,37.0,1.0,77.0,56.0,,84.0,,13.0,16.0,3.0,15.0,1.0,,28.0,15.0,48.0,,,,8.0,50.9,76.0,,113543.0,19085.0,30729.0,87350.0,N,N,,,
14328.46,14024.79,12988.47, 36 months,,429.44,B,A2,,,OTHER,35819.13,Verified,Jul-2024,Fully Paid,,Press photographer,57887,OR,0.0,Jun-2020,3,2,38227,19.6,47,Individual,,,"Whether know week instead ask. Believe together outside chair down.
Expert executive executive over accept very tough. Amount that summer focus cut. Today total across through.",https://www.lendingclub.com/browse/loanDetail.action?loan_id=2d681b57-990b-4a90-9cd1-75b0002c94d2,c11483da-bc68-4b09-b0cc-6dd180f5e9c2,1,w,2445.93,906.3,9324.32,17049.11,9219.79,3396.25,62.82,629.41,72.66,Dec-2024,476.16,Jul-2026,,1.0,,1,5890.0,2912.0,0.0,0.0,0.0,4.0,59.0,27907.0,,,,10898.0,44.0,6603.0,6.0,3.0,14.0,0.0,21291.0,22720.0,13.0,,,45.0,,,36.0,36.0,,9.0,50.0,1.0,12.0,13.0,0.0,1.0,24.0,13.0,16.0,10.0,35.0,,,,8.0,70.4,11.9,,111167.0,,87176.0,49972.0,N,2023-13-45,,,
1000.0,967.68,-890.5, 36 months,12.52%,33.47,D,A3,"Producer, television/film/video",4 years,OWN,30250.59,Source Verified,Jan-2025,Fully Paid,credit_card,,41894,VA,12.14,Mar-2008,11,0,17132,35.3,26,,1.0,,"Production material technology phone question. Less like friend girl. Eight drop cup.
Economy why realize full. Outside song great hospital conference able better try.",https://www.lendingclub.com/browse/loanDetail.action?loan_id=0653ba02-8095-4b9c-a0bd-0c9f2105ce35,dbd1da16-235a-4195-a377-fe62519fee3f,1,,323.28,129.61,747.5,293.68,786.69,281.24,44.44,963.53,66.44,Oct-2024,34.22,Nov-2025,,,,0,2857.0,45133.0,4.0,1.0,,,24.0,829.0,52.3,6.0,0.0,3730.0,69.1,38741.0,9.0,,2.0,4.0,12380.0,,77.3,,4540.0,290.0,267.0,1.0,31.0,22.0,,,99.0,,14.0,,0.0,,25.0,19.0,42.0,3.0,2.0,,,,1.0,72.0,97.4,,,,52725.0,51658.0,N,2023-13-45,,,
23836.61,23073.61,20864.28, 36 months,11.61%,787.27,C,,Energy engineer,2 years,MORTGAGE,108523.03,Source Verified,Jul-2025,Current,debt_consolidation,,38604,VT,0.0,Oct-2016,14,2,49921,21.5,9,Joint App,,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=9276c9f3-be6e-489b-95f0-62672f8c9bf4,2023-13-45,1,f,3858.72,5138.99,428.53,6582.45,14182.03,2480.98,48.05,422.86,46.13,Sep-2024,62.84,,Jan-2025,,,2,,83471.0,0.0,1.0,,12.0,14.0,,,3.0,,7798.0,61.1,5501.0,2.0,1.0,1.0,17.0,27213.0,34009.0,75.5,,,234.0,,52.0,51.0,105.0,,7.0,50.0,,,10.0,21.0,15.0,12.0,,47.0,,0.0,,,,17.0,71.0,,,15001.0,61771.0,29403.0,69700.0,N,N,,,
15496.26,15139.0,14087.33, 60 months,12.77%,350.78,B,B1,Mining engineer,3 years,RENT,22561.16,Source Verified,Mar-2025,Fully Paid,wedding,Scientific laboratory technician,05256,2023-13-45,18.15,Jul-2010,23,1,12111,45.8,36,Joint App,2.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=5eb996ec-64d3-48b1-a14e-3285046da979,d542b7e3-03d8-4148-b1a0-fc66c9cfe259,1,w,3175.67,7497.19,5230.39,16312.54,6291.13,4456.88,3.63,241.96,3.9,Jun-2025,457.38,2023-13-45,Oct-2024,,,2,,55130.0,,1.0,,1.0,15.0,,,,8.0,8807.0,43.0,2525.0,0.0,,1.0,16.0,32226.0,588.0,,,,,,,23.0,,,10.0,118.0,,,24.0,7.0,,12.0,34.0,21.0,5.0,22.0,,1.0,,5.0,86.5,20.6,,78121.0,33527.0,87570.0,,N,N,,,
19893.21,19385.66,17697.19, 36 months,17.23%,711.53,E,,,9 years,MORTGAGE,21168.31,Source Verified,Mar-2024,Fully Paid,major_purchase,,84632,DE,15.04,Oct-2011,11,1,48752,82.5,11,,,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11af1ea8-ef44-42a0-922d-0cc8840bfcfd,,1,f,3808.03,1971.46,6981.62,11811.34,16023.13,4314.74,78.77,379.93,24.69,Dec-2024,891.1,2023-13-45,,,,0,,81547.0,,3.0,5.0,10.0,1.0,25715.0,35.6,,,1930.0,95.9,87595.0,,,17.0,0.0,4335.0,18689.0,,,,95.0,260.0,36.0,57.0,65.0,,,56.0,,,21.0,13.0,,4.0,11.0,10.0,8.0,33.0,,,,,,,,112362.0,,29171.0,33835.0,N,N,,,
26007.01,25236.23,24223.94, 60 months,17.68%,655.83,F,A1,"Scientist, clinical (histocompatibility and immunogenetics)",3 years,MORTGAGE,49668.56,Not Verified,Jun-2024,Current,CAR,"Pharmacist, hospital",13016,WA,20.4,May-2020,20,0,36243,20.0,40,,1.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=9fb878c1-9000-49b7-9ff1-1a3deb239ce6,e4a85161-42f3-42af-90d2-a50aac5a90ab,1,f,3970.59,2852.27,12690.71,18755.71,9798.78,4390.26,83.04,641.56,23.25,,514.33,,,0.0,,2,4913.0,69508.0,0.0,0.0,,0.0,49.0,26497.0,14.8,,,4904.0,23.9,28529.0,7.0,17.0,2.0,18.0,41262.0,36092.0,94.7,,,117.0,268.0,27.0,,92.0,,,,3.0,,7.0,13.0,26.0,,24.0,49.0,28.0,13.0,,,,,62.7,6.3,,124087.0,73678.0,82195.0,23625.0,N,N,,,
19153.19,-18614.15,17735.02, 36 months,11.99%,636.08,F,B4,Lobbyist,< 1 year,,71579.87,,Apr-2024,Fully Paid,credit_card,,74035,NY,22.5,Oct-2008,24,1,33675,74.9,40,Individual,8.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8dc8d82d-9c22-4c43-b412-15b5c701ce7a,1ad18e3c-bc3b-4e2a-acd5-1148e0d26813,1,w,3713.6,8073.41,8686.37,19114.27,12574.04,2927.73,23.69,922.16,5.42,Jul-2025,790.31,Jul-2026,Sep-2024,,,0,9308.0,82453.0,3.0,,3.0,1.0,34.0,4114.0,,2.0,3.0,13401.0,27.5,21312.0,3.0,14.0,4.0,,22759.0,21520.0,66.1,,,203.0,155.0,,11.0,89.0,,,,,,25.0,5.0,,8.0,,,,4.0,,1.0,,,,7.8,,176779.0,2416.0,32671.0,85308.0,N,N,,,2023-13-45
14620.22,13987.96,13194.1, 36 months,7.05%,451.76,2023-13-45,B4,"Therapist, nutritional",9 years,,27982.8,,Dec-2023,Fully Paid,small_business,Exhibition designer,,AK,36.72,Aug-2010,3,2,950,56.5,37,,8.0,,Join eight tonight guess mind information. Close run I Democrat nor. Huge front rest day sell beat today option.,https://www.lendingclub.com/browse/loanDetail.action?loan_id=74245845-143c-4642-8855-dad3ca62d0a9,6d6676a8-9f57-4e2d-8f88-b30c967e7553,1,w,2666.81,2967.64,11665.12,5711.49,5523.61,3499.65,79.45,604.57,55.9,Mar-2025,427.53,Feb-2026,May-2025,,,1,,39229.0,4.0,,9.0,14.0,4.0,2355.0,,7.0,,11067.0,5.4,55674.0,2.0,18.0,,11.0,46109.0,27805.0,38.7,,,126.0,81.0,59.0,34.0,25.0,,12.0,,,,4.0,9.0,10.0,10.0,13.0,13.0,4.0,13.0,,2.0,,0.0,87.1,96.9,,73149.0,,11398.0,,N,N,,,
26206.22,25928.3,25188.43, 36 months,14.32%,899.79,C,2023-13-45,Geophysicist/field seismologist,1 year,,20000.0,Not Verified,,Fully Paid,home_improvement,,30451,,37.03,Jul-2013,21,2,24250,58.9,36,Individual,3.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=71b6f8ec-760a-48ab-a3fd-882ea5d5a915,233a3a8e-46d8-4927-9cfa-18afa933fdd9,1,f,6946.79,6823.65,21515.23,1398.05,12047.82,3490.97,45.98,979.89,13.93,Oct-2024,723.43,Mar-2026,Oct-2024,,,0,,77702.0,2.0,1.0,,6.0,37.0,6831.0,,,9.0,14698.0,15.2,81141.0,,4.0,17.0,,,4616.0,97.8,,,59.0,124.0,26.0,,,,,,,,26.0,27.0,,12.0,,,28.0,8.0,,,2.0,15.0,68.7,72.0,,68882.0,,8527.0,10535.0,N,,,,
11201.81,10890.47,10631.17, 60 months,5.00%,211.39,E,A3,"Designer, blown glass/stained glass",,MORTGAGE,20000.0,Source Verified,Dec-2023,Fully Paid,credit_card,"Engineer, electronics",25654,,15.76,Sep-2015,15,2,4857,34.2,48,Individual,4.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=0cb217e5-6030-46b1-8536-7536ae40b1bc,ad645692-da3b-4e3a-a6a2-b05f78fda7d2,1,w,3251.14,779.63,5968.91,8417.95,5476.54,1350.2,99.38,880.31,62.34,Feb-2025,262.41,Mar-2026,May-2025,0.0,,1,6207.0,24842.0,3.0,2.0,4.0,,46.0,13893.0,46.3,,5.0,7929.0,52.2,2454.0,8.0,16.0,,,18354.0,28398.0,95.6,,,,225.0,,38.0,110.0,119.0,22.0,,,9.0,20.0,1.0,34.0,24.0,34.0,,16.0,29.0,0.0,,,12.0,88.4,76.6,,77064.0,48511.0,1381.0,24322.0,N,N,,83.0,
7730.61,7497.99,7463.59, 60 months,14.79%,183.05,E,A2,,2 years,OTHER,26874.61,Not Verified,Aug-2023,Fully Paid,other,,70821,GU,11.33,Sep-2005,21,2,33330,3.3,37,Individual,6.0,,,,aca274fd-75bb-47ce-978e-7080be49065f,1,f,3364.85,3620.88,4096.08,4935.41,4876.53,1541.18,6.33,53.68,86.56,Jul-2025,213.84,2023-13-45,Jan-2025,,,2,6661.0,45596.0,1.0,2.0,8.0,5.0,19.0,18225.0,,,9.0,75.0,4.0,46814.0,0.0,12.0,14.0,15.0,,8389.0,39.2,,,43.0,232.0,23.0,35.0,13.0,,,,,,8.0,3.0,28.0,29.0,27.0,48.0,12.0,,,,,6.0,80.9,75.9,,11999.0,580.0,73829.0,93954.0,N,N,,,
11722.16,11482.15,10505.1, 60 months,15.33%,280.89,A,,,7 years,RENT,69461.3,Source Verified,Dec-2023,Fully Paid,small_business,Cabin crew,,PA,16.62,Mar-2010,18,0,37833,74.1,43,Individual,,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=14f6980b-a3e8-4654-81e9-08980d3fe450,485644d6-6b19-4533-942c-4093f315bfcf,1,w,1243.89,1922.46,5275.81,11022.81,3915.4,2353.23,65.79,565.85,62.06,Aug-2024,85.61,Jun-2026,,,75.0,2,4213.0,62014.0,,,8.0,13.0,30.0,45379.0,3.6,5.0,12.0,338.0,40.3,97627.0,4.0,,1.0,1.0,46690.0,49270.0,,,,262.0,40.0,59.0,18.0,64.0,46.0,22.0,,,18.0,13.0,12.0,,1.0,,30.0,1.0,,4.0,,,7.0,96.0,15.2,,130260.0,,60142.0,50204.0,N,N,,,
19351.83,18546.31,16809.48, 60 months,9.64%,407.76,2023-13-45,A3,"Librarian, academic",7 years,OWN,100217.57,Not Verified,Nov-2024,Fully Paid,wedding,Educational psychologist,91356,MS,23.09,Oct-2014,3,2,41054,49.4,16,Individual,3.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=2e95faa9-242d-496b-847f-91d2cc379fdf,e9dfb622-93b9-462c-8e66-1c5d2783cc53,1,w,9005.18,1165.2,4350.86,15952.74,16556.69,2260.52,42.05,837.72,31.0,,682.81,Jun-2026,Nov-2024,,97.0,1,,16490.0,0.0,2.0,1.0,14.0,39.0,41057.0,15.5,2.0,,16191.0,94.7,79176.0,,,3.0,,18351.0,18935.0,,,,,100.0,20.0,,,,3.0,,,14.0,5.0,28.0,39.0,22.0,5.0,29.0,25.0,7.0,,,,5.0,91.4,93.8,,10322.0,15514.0,90559.0,11672.0,N,N,,,
15199.65,14490.45,14411.82, 36 months,16.03%,534.57,C,B5,,< 1 year,RENT,83358.66,Not Verified,,Fully Paid,major_purchase,Mental health nurse,06800,NH,13.86,Aug-2016,23,2,34197,66.1,41,Joint App,,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1202b505-50f0-48ae-a61d-ba0aed7076a2,b8a5d579-62a4-4f1e-89e1-e6a2108eb13a,1,w,752.93,5073.72,16031.98,10390.42,8330.67,2129.87,96.33,649.15,94.08,,934.12,2023-13-45,Nov-2024,0.0,,2,,20760.0,0.0,3.0,,8.0,30.0,47967.0,84.1,4.0,,44.0,,78512.0,4.0,9.0,11.0,17.0,22314.0,14146.0,26.0,,,82.0,298.0,,12.0,66.0,,17.0,13.0,,10.0,,,32.0,3.0,18.0,43.0,16.0,4.0,,,,19.0,98.6,49.3,,128202.0,46573.0,45708.0,96061.0,N,N,,,
8171.96,7789.93,7144.59, 36 months,14.41%,280.91,D,B2,"Psychotherapist, child",9 years,OTHER,32122.34,Not Verified,Jan-2025,Fully Paid,vacation,HERPETOLOGIST,07896,NE,18.01,Dec-2008,23,2,29337,0.6,25,Individual,,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3e5765da-4eeb-473d-aeb3-ec25eacf7031,c0b78065-911b-4a01-b2cb-fc156ccec2d2,1,w,1370.91,44.84,8405.35,5722.71,221.93,560.47,66.43,29.94,37.7,Jun-2025,220.01,,Jun-2025,,,0,,30808.0,,,9.0,12.0,49.0,30865.0,,9.0,1.0,9750.0,78.8,58198.0,5.0,,5.0,4.0,42737.0,41958.0,88.3,,,8.0,141.0,31.0,15.0,96.0,84.0,22.0,116.0,,7.0,1.0,19.0,3.0,27.0,1.0,,27.0,6.0,3.0,,,8.0,,,,172042.0,5703.0,20110.0,71648.0,Y,N,,,
14096.03,13582.87,12596.83, 36 months,15.49%,492.05,2023-13-45,B4,Plant breeder/geneticist,,OWN,26275.49,Verified,Sep-2024,Late (31-120 days),moving,,43692,2023-13-45,21.9,,14,2,40668,82.7,44,Individual,3.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=20d2f009-00d8-470b-a8cc-5a501abba100,3bf1699e-62ce-45ad-8079-6597027fc74f,1,f,3792.19,2385.56,13349.98,4571.08,10690.19,2796.28,39.72,859.44,91.33,,14.7,Mar-2026,,,,0,,85354.0,,,8.0,8.0,,8560.0,,,,16355.0,20.0,,0.0,,,,30600.0,14811.0,57.9,,,,276.0,16.0,7.0,,,19.0,,,19.0,,,25.0,5.0,33.0,47.0,,1.0,,,,16.0,,26.9,,106243.0,22461.0,76578.0,62292.0,N,N,,,
13923.08,13268.9,11965.18, 36 months,17.52%,499.98,C,,,7 years,OWN,49435.38,Source Verified,Feb-2024,Fully Paid,renewable_energy,"Programmer, systems",21334,WI,12.84,Apr-2012,18,1,42383,98.9,20,,4.0,,,,3d6f4a23-371c-4955-8d5f-0e621fd73d95,1,w,5341.51,1621.24,7990.82,9446.52,8407.57,3908.45,66.15,786.3,58.19,,263.65,Mar-2026,,,,0,1667.0,94142.0,1.0,2.0,5.0,,9.0,18211.0,,0.0,2.0,18714.0,88.2,,4.0,18.0,11.0,,43995.0,23109.0,,,,236.0,109.0,48.0,1.0,48.0,,12.0,,1.0,7.0,2.0,21.0,29.0,5.0,39.0,41.0,22.0,13.0,,,,11.0,60.4,56.8,,,12392.0,65263.0,16395.0,N,N,Somebody else ball new skill law write.,43.0,
18062.41,17827.94,16379.15, 36 months,12.41%,603.46,A,,Bookseller,,OWN,27486.6,Not Verified,Dec-2024,Fully Paid,home_improvement,"Engineer, mining",89503,OR,16.77,Aug-2015,18,1,46228,30.1,27,,4.0,,"Design word deal be table. Environmental visit form nothing doctor sit up.
Under explain word section early seek. Move protect begin reflect ability choice. Tell herself record back.",https://www.lendingclub.com/browse/loanDetail.action?loan_id=251bee96-15d3-4eb7-b477-bf31dcb6393f,d5144dd5-826a-493d-b4b7-57a21365dc6d,1,w,1848.86,5116.34,14078.77,6559.32,8308.38,1513.66,36.94,159.54,88.56,Jan-2025,1065.0,Nov-2025,Sep-2024,,,2,4749.0,42399.0,,2.0,4.0,5.0,47.0,3285.0,24.3,,11.0,6854.0,92.0,26739.0,,17.0,7.0,12.0,7642.0,,26.8,,,293.0,127.0,39.0,28.0,4.0,108.0,7.0,,3.0,9.0,,27.0,2.0,22.0,,41.0,8.0,17.0,,8.0,,18.0,,32.8,,164052.0,37792.0,,5141.0,N,N,,,
8911.1,8625.31,8305.03,,16.58%,219.47,C,B4,Public house manager,2 years,,37245.32,Not Verified,Aug-2024,Late (31-120 days),vacation,,87056,,17.74,Jul-2006,24,0,44152,4.2,26,Individual,7.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=ba740d2b-a9cf-4589-a579-7ecdbe2dde2a,c10c40f2-1640-446c-9481-b9763383c56d,1,,3749.86,3984.85,2393.35,4739.49,8635.7,1636.46,80.79,539.98,48.77,,140.09,Nov-2025,Jan-2025,,16.0,2,904.0,21265.0,2.0,2.0,,12.0,18.0,35831.0,,1.0,,12410.0,55.6,66560.0,0.0,8.0,5.0,14.0,38279.0,23494.0,72.8,,,133.0,,3.0,7.0,100.0,,,61.0,,7.0,10.0,28.0,37.0,,15.0,35.0,21.0,38.0,,,,6.0,55.1,0.4,,133923.0,20343.0,16324.0,86908.0,N,,2023-13-45,,
15375.47,14833.01,13437.49, 60 months,15.79%,372.17,,A1,Customer service manager,7 years,MORTGAGE,58299.02,Source Verified,Aug-2024,Fully Paid,educational,,33712,NJ,19.18,May-2010,8,1,20429,52.4,12,Individual,,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=b4a1e686-d0b4-41ed-acf5-b29cf40510f3,ba1f38ba-fbee-47cb-afa6-fb7b0bd41d64,1,f,6311.66,2923.41,1405.46,3481.85,2647.48,696.62,96.06,362.09,58.06,Apr-2025,679.27,,,,,1,,,4.0,0.0,,3.0,37.0,27923.0,24.7,,4.0,,88.4,28070.0,8.0,2.0,19.0,8.0,,39648.0,64.2,,,187.0,142.0,37.0,15.0,45.0,,,,1.0,1.0,21.0,18.0,,,26.0,,22.0,21.0,,,,11.0,68.4,93.8,,39590.0,,97203.0,87156.0,N,N,,,
10283.13,10282.44,10020.29, 36 months,,366.97,D,A3,Operational researcher,10+ years,OTHER,20395.26,Source Verified,Dec-2023,Fully Paid,renewable_energy,Contracting civil engineer,68743,GA,26.78,Jul-2007,13,1,3632,55.4,41,Individual,3.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=5ac337b2-0522-4278-86f7-590567b2f6e3,c1503daf-16db-48d7-aae4-46f1f1129fbe,1,f,3314.87,2257.53,11891.59,4132.56,9551.8,2131.9,44.83,776.41,37.64,Jan-2025,208.87,Sep-2025,Nov-2024,,58.0,1,,98470.0,4.0,4.0,7.0,10.0,50.0,9873.0,,6.0,13.0,15612.0,45.4,46947.0,,,19.0,4.0,,33476.0,30.2,,,20.0,,31.0,15.0,,,17.0,59.0,,9.0,26.0,19.0,,23.0,9.0,36.0,5.0,,,,,11.0,,,,113100.0,,74455.0,20855.0,2023-13-45,N,,,
