loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,zip_code,addr_state,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,application_type,mort_acc,pub_rec_bankruptcies,desc,url,member_id,policy_code,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,debt_settlement_flag,random_field_1,random_field_2,random_field_3
8106.88,7959.21,7340.26, 36 months,13.33%,274.46,B,A4,,7 years,OTHER,54616.31,Not Verified,Aug-2024,Fully Paid,home_improvement,"Therapist, occupational",38968,GU,7.48,Oct-2016,3,0,43369,29.9,26,Joint App,2.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=e4bf9478-04c2-4ac5-88ed-8955e12f05f1,7e1659d8-d409-435d-92ab-0a13be9bce00,1,f,54.39,881.18,8259.44,1292.97,3155.32,1302.87,97.55,402.22,22.87,,320.19,Oct-2025,,,,1,553.0,,1.0,4.0,5.0,,,49193.0,36.9,7.0,8.0,1079.0,47.4,,9.0,18.0,7.0,13.0,8953.0,,,,,128.0,,,2.0,32.0,8.0,12.0,,,3.0,21.0,6.0,,10.0,21.0,,,2.0,,,,7.0,94.1,48.0,,71756.0,98839.0,62702.0,85959.0,N,N,,,2023-04-11
15181.82,15112.26,15019.26, 60 months,10.64%,327.4,C,A4,"Designer, graphic",< 1 year,OTHER,143302.42,Not Verified,May-2024,Fully Paid,other,"Surveyor, rural practice",63111,IA,24.71,Apr-2019,22,2,13043,20.9,45,Individual,9.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=da2c2220-3c5c-4b0b-9f08-71fd433f2fe5,67514fd6-7df2-49e4-8f2e-d0b5df9c1a83,1,f,6679.44,2213.08,7268.45,6490.2,4802.2,729.08,69.83,257.47,66.19,Jul-2024,431.01,May-2026,Nov-2024,,,1,,19582.0,,2.0,8.0,3.0,49.0,20146.0,10.9,,,62.0,3.9,62374.0,8.0,13.0,,7.0,48536.0,47144.0,80.5,0.0,,,,26.0,37.0,47.0,,4.0,46.0,,13.0,1.0,15.0,22.0,18.0,11.0,27.0,,30.0,1.0,,,3.0,57.8,93.8,,80355.0,28579.0,59669.0,27920.0,N,N,,,
20022.09,19447.31,18832.72, 36 months,8.89%,635.68,C,A4,Radio producer,4 years,RENT,55645.34,Source Verified,Dec-2023,Charged Off,small_business,Proofreader,36958,PR,16.13,Aug-2013,13,0,31856,2.2,23,Individual,2.0,1.0,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1b29b4f8-6436-46d0-9955-b755a490ae03,d957bf19-d290-46f3-b0f5-47cda393f800,1,w,8932.55,8811.29,11630.82,18047.08,13306.43,4936.92,55.61,336.57,41.75,Sep-2024,364.84,,Jun-2025,,,0,,8848.0,2.0,0.0,9.0,9.0,34.0,10662.0,53.2,9.0,5.0,,68.7,99066.0,,,9.0,,28253.0,48384.0,27.1,,,,178.0,,46.0,66.0,76.0,10.0,94.0,,8.0,0.0,,,13.0,,10.0,7.0,48.0,,,,11.0,,31.3,,96651.0,,84922.0,65454.0,N,N,,,
14867.5,14245.95,13231.26, 36 months,10.40%,482.55,D,A3,Actuary,,RENT,23707.03,Source Verified,Mar-2024,Late (16-30 days),major_purchase,"Therapist, drama",10493,TN,18.33,May-2019,11,1,10243,77.6,25,Joint App,,,Thus car daughter wind finally. Tax always none decide. Usually by ready imagine institution six.,https://www.lendingclub.com/browse/loanDetail.action?loan_id=25c206a0-2c34-4ee2-b887-905d1c8d3c64,b4188e3c-1fb2-4820-88bf-b7bf205b82bf,1,w,2558.33,2168.25,3869.55,15811.71,13465.33,1645.99,25.67,75.13,98.24,Jun-2025,83.77,Apr-2026,Nov-2024,,,0,5791.0,9113.0,2.0,2.0,8.0,11.0,42.0,,87.7,4.0,2.0,2205.0,,47723.0,,16.0,3.0,,34202.0,26916.0,50.5,,,101.0,2.0,9.0,,110.0,,,111.0,,,0.0,,9.0,,16.0,30.0,,13.0,,,,6.0,84.7,85.0,,163044.0,87449.0,95664.0,89283.0,N,N,,,
22132.4,21995.17,20925.41, 60 months,13.13%,505.06,D,A1,"Programme researcher, broadcasting/film/video",< 1 year,OWN,33694.27,Not Verified,Apr-2024,Current,moving,,48044,MI,16.12,Jul-2016,11,1,15828,24.8,19,Individual,,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=9b93856e-97ef-4609-a630-91b40c8d6ac9,35c6b0f4-641d-475c-a4d9-4a2111c8c2d0,1,w,501.92,8857.09,6457.35,11742.86,7245.61,4342.53,73.31,26.73,86.9,Jul-2024,415.09,,Jan-2025,,,2,4961.0,31546.0,0.0,4.0,,4.0,22.0,5186.0,87.5,2.0,13.0,3307.0,57.0,25597.0,8.0,3.0,,12.0,15770.0,,15.8,,8857.0,27.0,97.0,46.0,20.0,81.0,74.0,,,2.0,18.0,26.0,27.0,26.0,3.0,0.0,42.0,26.0,,4.0,,,13.0,,30.3,,,81100.0,91181.0,97202.0,N,N,,,
12840.7,12575.3,11982.48, 60 months,9.12%,267.29,E,B4,Advertising account planner,10+ years,OTHER,95784.33,Not Verified,Mar-2025,Fully Paid,moving,Training and development officer,50094,WI,20.15,Jul-2016,20,0,29676,74.1,16,Individual,,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=53bdce34-25d7-45f3-ad15-3ab67156f13f,865658a7-452a-4f38-8b68-ec282682bcb1,1,w,112.37,679.88,12732.36,12097.08,12273.14,1115.97,56.64,760.39,93.93,Jan-2025,135.7,Jun-2026,Sep-2024,,,2,,263.0,1.0,2.0,8.0,11.0,36.0,,,8.0,,11738.0,50.6,95742.0,,15.0,,7.0,14345.0,,7.2,,,299.0,245.0,1.0,1.0,27.0,,19.0,,,,,0.0,35.0,,,13.0,11.0,,,,,12.0,52.8,3.7,,,,,14205.0,Y,N,,,
17419.45,17188.36,15908.79, 36 months,11.51%,574.49,E,B1,"Surveyor, quantity",,RENT,28812.55,Source Verified,Apr-2025,Fully Paid,educational,Barrister's clerk,84967,MT,16.29,Feb-2009,7,2,37591,6.6,16,Joint App,4.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=25ac58ad-d487-4ee0-9681-3ad683dc06ac,0777bb5f-52ad-4e67-afac-0ec8b3378fff,1,w,7379.66,7530.1,14386.39,1637.21,4373.42,1391.37,75.44,897.1,62.29,Apr-2025,387.59,Dec-2025,Dec-2024,,,0,,38480.0,2.0,3.0,8.0,,5.0,,32.7,9.0,12.0,15887.0,91.3,518.0,3.0,19.0,17.0,18.0,,,,,,170.0,110.0,28.0,2.0,89.0,,7.0,,,6.0,8.0,,22.0,,10.0,28.0,18.0,21.0,,3.0,,6.0,51.5,22.8,,108219.0,,,42650.0,N,N,,,
25643.45,25138.63,23384.57, 36 months,12.72%,860.52,E,A3,Paediatric nurse,10+ years,MORTGAGE,35719.74,Verified,Jan-2024,Fully Paid,car,Outdoor activities/education manager,13620,IN,6.27,Oct-2009,4,1,21317,,46,Individual,8.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=2d324d6a-81c4-4b66-962f-12228047ffb1,98c7b8aa-cace-4103-aafe-c8d5a2ccf577,1,w,12339.15,6353.94,29678.39,10876.05,21049.77,6358.32,24.95,892.31,51.65,Apr-2025,1131.19,Mar-2026,Sep-2024,,,2,,,2.0,4.0,3.0,12.0,7.0,37298.0,34.9,9.0,,,31.2,,0.0,1.0,,19.0,13236.0,,0.5,,,152.0,265.0,39.0,19.0,22.0,119.0,9.0,25.0,,5.0,8.0,22.0,10.0,27.0,39.0,27.0,,17.0,,,,,79.3,30.5,,65819.0,,75800.0,7647.0,N,N,,,
27475.9,26297.35,25576.98, 36 months,17.50%,986.44,C,B2,Sales promotion account executive,,OTHER,20000.0,Source Verified,Jun-2025,Late (31-120 days),medical,Primary school teacher,70907,OK,15.95,Jan-2018,15,0,11601,50.3,39,Individual,4.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=2b90d9e9-b06f-40dd-afe5-637681ba3eaa,fa5159f2-8a44-4478-849e-8966b4679e07,1,w,9697.77,7729.79,8209.37,21436.8,20080.62,8051.92,35.39,600.1,91.23,Nov-2024,25.79,Jul-2026,Jun-2025,,50.0,1,6775.0,,0.0,,7.0,6.0,,,69.4,0.0,12.0,17486.0,60.2,13577.0,1.0,5.0,18.0,,39505.0,14167.0,,,,25.0,120.0,,7.0,64.0,,16.0,49.0,,,11.0,29.0,13.0,,17.0,24.0,17.0,,,2.0,,,67.7,56.4,,137620.0,50002.0,59363.0,8634.0,N,N,,,
17343.53,16642.56,16571.66, 36 months,17.62%,623.73,B,A5,Insurance account manager,7 years,RENT,38978.49,Not Verified,Oct-2023,Current,moving,"Development worker, community",91130,SC,19.19,Jun-2015,20,2,47489,4.7,21,Individual,3.0,,Wide there on statement they support. Relate require second sister.,https://www.lendingclub.com/browse/loanDetail.action?loan_id=f2666447-0cc2-46b2-b102-eaeb6d73e780,8d797b61-5687-4c4a-b9f0-8993e4b97e57,1,w,1841.13,4612.93,8332.36,1635.9,15975.91,1073.83,2.93,887.44,21.51,Jun-2025,1173.98,Mar-2026,Oct-2024,,,1,,73591.0,,,,2.0,50.0,42572.0,74.6,,,,99.8,20231.0,6.0,6.0,,10.0,26391.0,,25.9,1.0,,9.0,130.0,55.0,10.0,56.0,105.0,16.0,,,15.0,29.0,,5.0,1.0,6.0,16.0,21.0,27.0,,,,14.0,69.6,30.3,,121561.0,97088.0,21550.0,61623.0,N,Y,,,
31447.5,31155.24,28869.74, 36 months,19.24%,1156.52,B,A5,,1 year,OWN,20000.0,Verified,Apr-2025,Current,educational,"Research officer, political party",21173,NJ,13.12,Jul-2007,13,2,36936,,36,Individual,0.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18d5d9a4-f422-4a5e-bfd0-d0fd8cb3d644,288257ea-ae89-48fb-9f6e-6ab31562a534,1,f,14023.49,11451.21,21664.26,32639.48,2708.59,2109.44,70.11,439.75,23.03,Jul-2025,1869.44,May-2026,Jul-2025,,,2,,90929.0,1.0,,3.0,1.0,34.0,21263.0,,,,19687.0,41.5,,0.0,,18.0,8.0,19909.0,28773.0,79.3,1.0,,253.0,,36.0,,16.0,,11.0,97.0,0.0,7.0,,22.0,,25.0,30.0,,16.0,5.0,,,,19.0,98.8,,,22987.0,14102.0,79859.0,17951.0,N,N,,,
27579.58,26465.88,25713.34, 60 months,5.19%,522.92,D,A3,Heritage manager,9 years,MORTGAGE,85819.89,Source Verified,Aug-2023,Fully Paid,major_purchase,Network engineer,62006,NE,14.52,Feb-2006,11,1,43386,70.0,31,Individual,3.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=caa56bdd-f36b-4dfd-b5a6-c4d6c5bcef45,be7dcdb2-9969-4438-9e33-57605388ba33,1,f,6184.12,10317.29,21848.86,28842.92,566.49,6286.69,60.85,964.74,83.11,Oct-2024,903.79,,,,,0,,88149.0,0.0,1.0,9.0,9.0,33.0,20234.0,,4.0,5.0,17511.0,77.1,6304.0,,13.0,2.0,2.0,12867.0,,,,,63.0,161.0,9.0,9.0,1.0,74.0,3.0,,2.0,8.0,21.0,9.0,32.0,25.0,17.0,,,36.0,,,,,,9.4,,,43572.0,83664.0,36428.0,N,N,,,
7799.29,7585.79,7292.09, 60 months,10.51%,167.68,D,B3,Tourism officer,8 years,OWN,20000.0,Source Verified,Aug-2024,Charged Off,credit_card,"Editor, magazine features",71931,MO,0.0,Jun-2016,5,1,36718,59.6,47,Individual,7.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=c041fa3d-adb2-4ba4-b9cf-b3bd73b2d22f,1c8d3038-6156-4253-81e1-ac03c323cb56,1,w,2133.21,3688.68,7516.04,3377.8,5297.63,915.43,65.45,24.27,70.54,Nov-2024,83.72,Jan-2026,Jun-2025,,113.0,1,,17476.0,2.0,2.0,,8.0,58.0,17317.0,,6.0,,,,,6.0,7.0,6.0,2.0,14242.0,27386.0,1.1,,,,,25.0,,,88.0,7.0,,,11.0,28.0,19.0,10.0,9.0,4.0,3.0,,13.0,,,,13.0,67.0,29.0,,125517.0,65341.0,18194.0,,N,N,,,
14543.81,14417.95,13882.91, 36 months,8.77%,460.91,A,A2,Rural practice surveyor,7 years,OWN,58763.34,Verified,May-2025,Fully Paid,car,,29644,ID,4.43,Oct-2009,6,1,26184,16.4,46,Individual,,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=f538251a-d791-4ca5-a74f-03381d6ecc45,e1d4ec46-0cf9-462c-952f-be9cda9135ad,1,f,2002.67,4750.13,3820.77,5347.21,6160.88,2525.69,71.14,589.05,49.91,Sep-2024,660.98,Mar-2026,Apr-2025,,,2,,,2.0,1.0,6.0,5.0,33.0,10381.0,93.9,9.0,1.0,2228.0,3.0,16487.0,,5.0,2.0,17.0,35439.0,46435.0,15.5,,,103.0,12.0,,54.0,,,,104.0,0.0,11.0,2.0,28.0,24.0,,14.0,9.0,4.0,32.0,0.0,,,2.0,99.8,48.1,,84910.0,81892.0,22809.0,92421.0,Y,N,,,
6846.46,6598.3,6093.64, 60 months,19.77%,180.51,E,B4,,9 years,MORTGAGE,20000.0,Verified,Aug-2024,Fully Paid,major_purchase,,84420,NV,22.13,Mar-2007,14,0,16639,55.9,11,Individual,0.0,,"Should direction strategy cell response. Show respond certain weight issue blue.
Who good government care alone. Eat speech within management.",https://www.lendingclub.com/browse/loanDetail.action?loan_id=98b58a36-2919-4002-a927-6dc465b98a92,8096cda3-4e9e-40b2-a1d4-0380d230a560,1,f,1088.54,289.73,6913.73,272.16,658.88,739.75,41.86,672.24,82.46,,4.95,Aug-2025,Jul-2024,,,2,3208.0,10113.0,1.0,,2.0,13.0,36.0,27897.0,,,,18321.0,96.6,78813.0,0.0,,8.0,13.0,45136.0,13926.0,80.0,,,164.0,207.0,51.0,,,,19.0,,,18.0,15.0,21.0,28.0,,20.0,4.0,27.0,,4.0,,,7.0,93.4,39.5,,59636.0,,28849.0,79347.0,N,N,,,2020-11-06
15117.88,14631.14,13569.85, 36 months,15.30%,526.27,F,B4,Warden/ranger,1 year,OTHER,59030.84,Source Verified,Jan-2025,Fully Paid,major_purchase,Chief Marketing Officer,70585,PR,15.9,Jun-2006,14,1,42000,26.2,26,Individual,,,"Couple international across cell. Cut him enough.
Often among sign fine condition. Free however this right allow.",https://www.lendingclub.com/browse/loanDetail.action?loan_id=6b8193de-85b5-489d-83b1-1e06dac7d89c,75cdd2f9-47d8-46db-9f9d-8b573e689a1e,1,f,6270.73,1561.41,10043.4,5665.5,14481.11,352.97,69.62,874.94,60.18,May-2025,90.27,,Apr-2025,,,2,,77802.0,4.0,4.0,0.0,8.0,58.0,,66.1,3.0,10.0,,66.6,37386.0,9.0,,9.0,19.0,23812.0,8773.0,14.9,,,187.0,,56.0,3.0,,,9.0,,,2.0,24.0,8.0,,1.0,24.0,31.0,,,,7.0,0.0,14.0,81.5,85.2,,55774.0,46568.0,259.0,25702.0,N,N,,,
26850.24,26151.91,25691.76, 36 months,9.70%,862.66,C,B5,,7 years,OTHER,40528.64,Source Verified,Jul-2024,Fully Paid,other,"Engineer, structural",73695,WA,9.54,Jun-2019,16,0,22820,64.1,12,Individual,4.0,,"Born reduce trouble travel.
Report TV authority recognize color way often. Model change remember popular would mission necessary.",https://www.lendingclub.com/browse/loanDetail.action?loan_id=65106a5a-8196-4e4d-a0a1-dc2363387e36,ce9d2071-6e01-4eea-aa5b-0c139c99cf84,1,f,5876.43,12055.13,21351.56,2038.61,2775.47,3424.06,53.39,828.02,42.69,Feb-2025,245.96,Jan-2026,Jan-2025,,,0,6618.0,8681.0,1.0,4.0,,3.0,,34383.0,48.8,5.0,,,66.1,90822.0,9.0,16.0,,17.0,19347.0,25014.0,45.5,,,107.0,25.0,53.0,32.0,71.0,,6.0,,3.0,6.0,18.0,15.0,29.0,27.0,34.0,38.0,10.0,18.0,,,,1.0,70.2,12.5,,193055.0,39160.0,9314.0,,N,N,,,
25161.57,24552.34,24526.27, 36 months,8.39%,793.0,D,A4,,3 years,OTHER,85204.98,Verified,Jun-2025,Late (31-120 days),other,"Solicitor, Scotland",84797,MH,22.45,May-2020,18,2,13995,37.3,30,Individual,,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=89292319-eb9f-4340-bdc8-6db0637a7b39,937163cc-b7e3-48cf-b302-dfbbf19d2e6a,1,f,7186.44,2915.94,14255.61,23206.7,17329.64,6005.0,9.65,142.67,67.65,Jun-2025,366.7,Aug-2025,Sep-2024,,,2,,46567.0,,4.0,0.0,14.0,,28970.0,86.5,,14.0,6415.0,52.5,11272.0,,2.0,7.0,15.0,21082.0,8150.0,5.1,0.0,2366.0,254.0,,57.0,18.0,44.0,63.0,,85.0,,,,,,28.0,35.0,42.0,3.0,3.0,,,,11.0,68.5,66.2,,135804.0,47768.0,98431.0,1885.0,N,N,,,
1696.24,1668.77,1632.54, 60 months,9.56%,35.68,C,B1,International aid/development worker,< 1 year,OWN,83457.91,Verified,Apr-2025,Fully Paid,debt_consolidation,Manufacturing systems engineer,36346,SC,12.6,Mar-2006,10,0,35123,26.1,26,Individual,,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=30d8883b-36b6-4b48-8b6d-2ad29f3294ce,616e7634-10e6-403e-8f01-b1ed8e92a5e5,1,f,180.66,671.42,991.5,1599.36,25.31,94.29,73.84,154.96,26.31,Jun-2025,55.67,Feb-2026,Jul-2024,,,0,,92284.0,4.0,,,12.0,38.0,31846.0,88.5,9.0,13.0,9806.0,85.8,71372.0,0.0,18.0,13.0,4.0,8058.0,36327.0,73.3,,,28.0,,9.0,20.0,6.0,,1.0,101.0,,17.0,23.0,,22.0,16.0,18.0,,0.0,42.0,,,,9.0,72.5,,,120740.0,69432.0,42181.0,35053.0,N,N,,,
30502.03,29835.77,28158.27, 36 months,23.18%,1183.62,C,A2,Farm manager,6 years,MORTGAGE,20000.0,Verified,Sep-2024,Charged Off,vacation,Estate manager/land agent,35482,AL,34.71,Apr-2017,17,2,40403,68.4,18,Individual,,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=a5455606-ddf4-4452-b51b-716e435cb199,2158dcdb-dcbb-467c-ba0f-9b96f990a549,1,w,2500.72,8063.97,17632.92,21271.08,3417.83,6598.01,14.99,920.83,83.17,Nov-2024,2242.35,,Jan-2025,,,0,,70052.0,4.0,0.0,7.0,4.0,27.0,44335.0,49.7,5.0,,5295.0,58.1,49973.0,4.0,,4.0,4.0,2503.0,,41.2,,,157.0,187.0,29.0,20.0,50.0,,13.0,,1.0,15.0,4.0,15.0,,,,,23.0,13.0,,6.0,,7.0,71.9,36.9,,165108.0,29318.0,99208.0,40035.0,N,Y,,,
21493.64,20759.36,20489.35, 36 months,13.29%,727.19,F,B5,Human resources officer,6 years,MORTGAGE,20000.0,Source Verified,Feb-2025,Current,educational,,55807,NY,18.38,Sep-2018,12,0,38164,13.2,34,Individual,,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1a2cd715-9c19-4d94-a883-e523c8f9dcbf,1f6ea2a4-a4c8-4b92-bf63-e784366ea53f,1,f,2338.93,7321.84,22017.61,6608.46,10208.49,1971.68,67.31,887.24,90.99,Mar-2025,1303.9,Sep-2025,Dec-2024,0.0,,1,7097.0,76141.0,2.0,0.0,,6.0,28.0,26699.0,,,1.0,18065.0,,68008.0,,5.0,3.0,17.0,49958.0,37595.0,81.0,,,158.0,270.0,39.0,36.0,27.0,,7.0,,2.0,8.0,12.0,,1.0,21.0,6.0,10.0,5.0,,,5.0,,17.0,,70.0,,11670.0,9236.0,590.0,74688.0,N,N,,,
18030.17,17386.41,15956.21, 60 months,15.39%,432.64,D,A5,Passenger transport manager,3 years,MORTGAGE,36246.09,Not Verified,Apr-2024,Current,car,"Horticulturist, commercial",11404,AK,18.35,Sep-2011,22,1,48659,74.8,12,Joint App,8.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=aecc1b84-e8ce-40fe-97f3-c274f4c8e358,03b022ae-455b-4ba0-a4fc-ff6236c6757e,1,w,4296.3,8722.57,20148.34,1191.9,7471.36,3794.3,46.18,578.1,32.46,Mar-2025,749.74,Nov-2025,Jul-2025,,,0,,25650.0,2.0,0.0,2.0,5.0,32.0,43943.0,,6.0,,18335.0,17.8,,8.0,11.0,17.0,15.0,22671.0,1637.0,84.3,,,242.0,6.0,38.0,40.0,109.0,65.0,23.0,,,4.0,,27.0,21.0,23.0,3.0,,20.0,10.0,,1.0,,15.0,58.3,83.1,,102282.0,85935.0,79531.0,,N,N,,,
2485.75,2369.62,2206.2, 36 months,13.57%,84.44,F,B3,Leisure centre manager,9 years,OWN,20000.0,Verified,Jul-2025,Late (31-120 days),moving,Records manager,73008,NJ,33.25,Mar-2010,18,0,44990,,33,Individual,,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=5c4e6be1-30ef-4a1c-8fea-b16a74ec8439,b8954ec1-ff89-4c8f-aa45-816766d17344,1,w,281.47,792.48,2112.72,1214.95,1533.18,680.07,71.14,51.91,41.75,Dec-2024,150.12,Jan-2026,Nov-2024,,,0,,99570.0,,4.0,,,35.0,16392.0,,3.0,13.0,4127.0,31.8,71929.0,0.0,14.0,3.0,17.0,35678.0,26352.0,22.3,,,210.0,274.0,45.0,42.0,76.0,,3.0,,,,,11.0,21.0,27.0,5.0,7.0,19.0,38.0,,,,4.0,,11.8,,47149.0,66124.0,8494.0,,N,N,,,2021-10-17
20553.2,19688.35,18692.7, 36 months,13.97%,702.14,C,A2,Dramatherapist,9 years,OTHER,24598.77,Verified,Jul-2024,Fully Paid,major_purchase,Air traffic controller,57762,MO,11.83,Nov-2016,6,0,88,58.1,35,Individual,7.0,,Street hope human must. Forget event oil light campaign.,https://www.lendingclub.com/browse/loanDetail.action?loan_id=b3feab4e-5487-488c-845f-569a6ec9e9bc,c026ed29-eebf-4912-a7c7-c146dc0021c7,1,w,672.41,5494.56,15160.25,4996.06,5248.6,3952.07,37.48,235.28,63.37,Mar-2025,634.3,Sep-2025,,,,1,8841.0,43285.0,4.0,,2.0,10.0,12.0,25949.0,,5.0,4.0,15685.0,91.2,13073.0,7.0,11.0,1.0,13.0,31226.0,44223.0,52.3,,,258.0,196.0,59.0,50.0,94.0,,12.0,116.0,,11.0,26.0,,2.0,,9.0,12.0,21.0,,,2.0,,1.0,57.7,82.4,,188058.0,24256.0,,23721.0,N,N,,,
19809.56,18856.36,17935.53, 36 months,10.80%,646.64,C,A4,Town planner,6 years,MORTGAGE,49092.75,Source Verified,May-2025,Current,educational,"Solicitor, Scotland",74824,CA,22.14,Jan-2009,21,0,8982,46.4,19,Individual,8.0,,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=dd62f0bd-aaa1-45c3-b544-13feb7188f2a,e64eeead-9ac0-4d6b-8c88-8bbc8632e452,1,f,6785.6,3856.53,6613.9,4968.25,2188.33,5059.86,48.93,764.8,72.42,Nov-2024,1220.26,Jan-2026,Apr-2025,,,1,,54500.0,,3.0,7.0,,56.0,,20.5,1.0,4.0,14444.0,10.8,20623.0,,8.0,13.0,17.0,7736.0,37633.0,59.1,,,71.0,263.0,,,83.0,29.0,19.0,,,,18.0,0.0,35.0,,,8.0,10.0,5.0,,,,10.0,69.4,9.1,,197771.0,49265.0,82978.0,57670.0,N,N,,,
25472.16,24477.57,22488.18, 36 months,19.90%,945.38,D,A4,Bookseller,2 years,RENT,40721.34,Verified,Jun-2025,Charged Off,home_improvement,,23532,TN,17.56,Apr-2017,17,2,14995,18.6,16,Individual,,,Hand above floor seven. Evening cause behind mouth pay never. Nice throw movement test require research sometimes.,https://www.lendingclub.com/browse/loanDetail.action?loan_id=c0e6475e-030f-4917-a780-36918cb1490c,485a20dc-51ed-4d32-9568-d771977da8b9,1,w,2731.7,12232.07,8038.78,15287.02,23444.7,7582.02,34.97,121.98,4.01,Apr-2025,1593.58,Apr-2026,Feb-2025,,,0,,,,2.0,,6.0,9.0,,44.6,3.0,,13482.0,98.6,65090.0,3.0,3.0,,19.0,26932.0,26628.0,84.8,1.0,,47.0,130.0,,30.0,42.0,,,,,,,27.0,29.0,18.0,21.0,14.0,17.0,37.0,,,,7.0,97.0,85.3,,111120.0,60075.0,,9342.0,N,N,,,
21099.85,20891.13,20548.6, 36 months,14.45%,725.71,C,B3,,5 years,OWN,28695.37,Not Verified,Aug-2023,Late (16-30 days),major_purchase,"Psychologist, occupational",16202,OK,21.85,May-2009,21,2,46361,87.2,46,Individual,3.0,,"Left evening whether on stay daughter beyond. Identify blue east wrong him. Expert produce avoid close.
Conference source audience reach. Most offer area spring development space.",https://www.lendingclub.com/browse/loanDetail.action?loan_id=a2ef1227-7a99-4e15-aa83-d35ba5d83f4e,3aa9e1b0-046d-4d97-b736-0add1389c71c,1,f,4370.77,7020.61,1902.32,12234.13,9074.74,809.92,80.69,817.69,34.53,,195.24,,Dec-2024,,,0,,53222.0,4.0,1.0,2.0,1.0,54.0,,,,9.0,3631.0,71.6,72009.0,6.0,7.0,14.0,18.0,,25836.0,3.9,,,298.0,34.0,24.0,9.0,,,3.0,,,15.0,1.0,25.0,38.0,2.0,14.0,33.0,21.0,18.0,,,,12.0,71.6,32.9,,132333.0,62549.0,63671.0,,N,N,,,
16249.63,16138.78,15872.13, 60 months,8.73%,335.23,C,B2,,2 years,OWN,56817.92,Verified,May-2025,Charged Off,credit_card,Press photographer,59176,WY,5.31,Feb-2018,22,0,11510,38.4,17,Individual,4.0,,"Reflect skin research personal behind thought continue.
Soon decision our next. Bank hot culture list before change.",https://www.lendingclub.com/browse/loanDetail.action?loan_id=cf176ed7-abe5-40c6-b0d0-4292db92f6f5,99876775-9fb6-461b-bfd7-2f281a98e62e,1,f,1876.92,22.0,18860.38,15064.88,7426.05,213.32,19.91,52.96,47.72,Apr-2025,361.08,Jun-2026,Mar-2025,,,2,2404.0,,0.0,,,1.0,3.0,31397.0,,4.0,14.0,,27.4,,4.0,5.0,,,30144.0,15385.0,22.1,,,,177.0,15.0,49.0,80.0,,21.0,,,9.0,17.0,14.0,38.0,2.0,11.0,1.0,26.0,19.0,,,,7.0,,40.0,,,78561.0,,80246.0,N,N,,,
